epoch,step,loss,learning_rate,validation
0,56,6.885871410369873,5.9999999999999995e-05,0
0,56,6.855514049530029,5.9999999999999995e-05,1
0,57,6.960527420043945,5.9999999999999995e-05,0
0,58,6.912711143493652,5.9999999999999995e-05,0
0,59,6.956619739532471,5.9999999999999995e-05,0
0,60,6.951317310333252,5.9999999999999995e-05,0
0,61,6.862259864807129,5.9999999999999995e-05,0
0,62,6.849733352661133,5.9999999999999995e-05,0
0,63,6.830014228820801,5.9999999999999995e-05,0
0,64,6.800262928009033,5.9999999999999995e-05,0
0,64,6.738991737365723,5.9999999999999995e-05,1
0,65,6.791808128356934,5.9999999999999995e-05,0
0,66,6.786494731903076,5.9999999999999995e-05,0
0,67,6.7364888191223145,5.9999999999999995e-05,0
0,68,6.734492778778076,5.9999999999999995e-05,0
0,69,6.7058186531066895,5.9999999999999995e-05,0
0,70,6.6611738204956055,5.9999999999999995e-05,0
0,71,6.6426262855529785,5.9999999999999995e-05,0
0,72,6.651109218597412,5.9999999999999995e-05,0
0,72,6.568375587463379,5.9999999999999995e-05,1
0,73,6.611352920532227,5.9999999999999995e-05,0
0,74,6.582285404205322,5.9999999999999995e-05,0
0,75,6.593840599060059,5.9999999999999995e-05,0
0,76,6.561560153961182,5.9999999999999995e-05,0
0,77,6.5502238273620605,5.9999999999999995e-05,0
0,78,6.601259231567383,5.9999999999999995e-05,0
0,79,6.599175453186035,5.9999999999999995e-05,0
0,80,6.521410942077637,5.9999999999999995e-05,0
0,80,6.441690921783447,5.9999999999999995e-05,1
0,81,6.4461469650268555,5.9999999999999995e-05,0
0,82,6.477183818817139,5.9999999999999995e-05,0
0,83,6.479270935058594,5.9999999999999995e-05,0
0,84,6.44102144241333,5.9999999999999995e-05,0
0,85,6.417114734649658,5.9999999999999995e-05,0
0,86,6.3928914070129395,5.9999999999999995e-05,0
0,87,6.417484283447266,5.9999999999999995e-05,0
0,88,6.432475566864014,5.9999999999999995e-05,0
0,88,6.3208112716674805,5.9999999999999995e-05,1
0,89,6.357305526733398,5.9999999999999995e-05,0
0,90,6.328538417816162,5.9999999999999995e-05,0
0,91,6.735318660736084,5.9999999999999995e-05,0
0,92,6.641862392425537,5.9999999999999995e-05,0
0,93,6.391739845275879,5.9999999999999995e-05,0
0,94,6.387444496154785,5.9999999999999995e-05,0
0,95,6.333390712738037,5.9999999999999995e-05,0
0,96,6.3233323097229,5.9999999999999995e-05,0
0,96,6.25520658493042,5.9999999999999995e-05,1
0,97,6.430701732635498,5.9999999999999995e-05,0
0,98,6.348414897918701,5.9999999999999995e-05,0
0,99,6.387216091156006,5.9999999999999995e-05,0
0,100,6.375225067138672,5.9999999999999995e-05,0
0,101,6.30862283706665,5.9999999999999995e-05,0
0,102,6.2879509925842285,5.9999999999999995e-05,0
0,103,6.254484176635742,5.9999999999999995e-05,0
0,104,6.315042018890381,5.9999999999999995e-05,0
0,104,6.195239067077637,5.9999999999999995e-05,1
0,105,6.275533199310303,5.9999999999999995e-05,0
0,106,6.229556083679199,5.9999999999999995e-05,0
0,107,6.172767639160156,5.9999999999999995e-05,0
0,108,6.183767318725586,5.9999999999999995e-05,0
0,109,6.186077117919922,5.9999999999999995e-05,0
0,110,6.1471710205078125,5.9999999999999995e-05,0
0,111,6.137918472290039,5.9999999999999995e-05,0
0,112,6.222536563873291,5.9999999999999995e-05,0
0,112,6.064988613128662,5.9999999999999995e-05,1
0,113,6.098426818847656,5.9999999999999995e-05,0
0,114,6.109055519104004,5.9999999999999995e-05,0
0,115,6.091732501983643,5.9999999999999995e-05,0
0,116,6.083012104034424,5.9999999999999995e-05,0
0,117,6.10904598236084,5.9999999999999995e-05,0
0,118,6.0635151863098145,5.9999999999999995e-05,0
0,119,6.06344747543335,5.9999999999999995e-05,0
0,120,6.001437664031982,5.9999999999999995e-05,0
0,120,5.955521106719971,5.9999999999999995e-05,1
0,121,6.051734447479248,5.9999999999999995e-05,0
0,122,5.996546268463135,5.9999999999999995e-05,0
0,123,5.973151683807373,5.9999999999999995e-05,0
0,124,6.023857593536377,5.9999999999999995e-05,0
0,125,5.983260631561279,5.9999999999999995e-05,0
0,126,5.936276435852051,5.9999999999999995e-05,0
0,127,5.924620151519775,5.9999999999999995e-05,0
0,128,5.946364879608154,5.9999999999999995e-05,0
0,128,5.8651323318481445,5.9999999999999995e-05,1
0,129,5.929222583770752,5.9999999999999995e-05,0
0,130,5.918949127197266,5.9999999999999995e-05,0
0,131,5.935481071472168,5.9999999999999995e-05,0
0,132,5.863128185272217,5.9999999999999995e-05,0
0,133,5.888808727264404,5.9999999999999995e-05,0
0,134,5.867534637451172,5.9999999999999995e-05,0
0,135,5.871677875518799,5.9999999999999995e-05,0
0,136,5.835222244262695,5.9999999999999995e-05,0
0,136,5.809416770935059,5.9999999999999995e-05,1
0,137,5.889270782470703,5.9999999999999995e-05,0
0,138,5.9007568359375,5.9999999999999995e-05,0
0,139,5.84894323348999,5.9999999999999995e-05,0
0,140,5.852451801300049,5.9999999999999995e-05,0
0,141,5.833432197570801,5.9999999999999995e-05,0
0,142,5.91429328918457,5.9999999999999995e-05,0
0,143,5.855567455291748,5.9999999999999995e-05,0
0,144,5.796908378601074,5.9999999999999995e-05,0
0,144,5.773530006408691,5.9999999999999995e-05,1
0,145,5.82911491394043,5.9999999999999995e-05,0
0,146,5.882598876953125,5.9999999999999995e-05,0
0,147,5.8199462890625,5.9999999999999995e-05,0
0,148,5.815946102142334,5.9999999999999995e-05,0
0,149,5.779914379119873,5.9999999999999995e-05,0
0,150,5.801910400390625,5.9999999999999995e-05,0
0,151,5.798277378082275,5.9999999999999995e-05,0
0,152,5.75016450881958,5.9999999999999995e-05,0
0,152,5.724908351898193,5.9999999999999995e-05,1
0,153,5.740917682647705,5.9999999999999995e-05,0
0,154,5.716094017028809,5.9999999999999995e-05,0
0,155,5.7777886390686035,5.9999999999999995e-05,0
0,156,5.746603012084961,5.9999999999999995e-05,0
0,157,5.731129169464111,5.9999999999999995e-05,0
0,158,5.731485366821289,5.9999999999999995e-05,0
0,159,5.699337005615234,5.9999999999999995e-05,0
0,160,5.678272724151611,5.9999999999999995e-05,0
0,160,5.668219566345215,5.9999999999999995e-05,1
0,161,5.706550121307373,5.9999999999999995e-05,0
0,162,5.698568820953369,5.9999999999999995e-05,0
0,163,5.680109024047852,5.9999999999999995e-05,0
0,164,5.685962200164795,5.9999999999999995e-05,0
0,165,5.708292007446289,5.9999999999999995e-05,0
0,166,5.641884803771973,5.9999999999999995e-05,0
0,167,6.204899787902832,5.9999999999999995e-05,0
0,168,6.290151119232178,5.9999999999999995e-05,0
0,168,5.838743209838867,5.9999999999999995e-05,1
0,169,5.997089862823486,5.9999999999999995e-05,0
0,170,5.7910027503967285,5.9999999999999995e-05,0
0,171,5.766437530517578,5.9999999999999995e-05,0
0,172,5.714095592498779,5.9999999999999995e-05,0
0,173,5.768006324768066,5.9999999999999995e-05,0
0,174,5.738912105560303,5.9999999999999995e-05,0
0,175,5.7305402755737305,5.9999999999999995e-05,0
0,176,5.707592010498047,5.9999999999999995e-05,0
0,176,5.643823623657227,5.9999999999999995e-05,1
0,177,5.763948440551758,5.9999999999999995e-05,0
0,178,5.674967288970947,5.9999999999999995e-05,0
0,179,5.667771339416504,5.9999999999999995e-05,0
0,180,5.704747200012207,5.9999999999999995e-05,0
0,181,5.655767917633057,5.9999999999999995e-05,0
0,182,5.6107587814331055,5.9999999999999995e-05,0
0,183,5.632378101348877,5.9999999999999995e-05,0
0,184,5.670114517211914,5.9999999999999995e-05,0
0,184,5.583662033081055,5.9999999999999995e-05,1
0,185,6.0539937019348145,5.9999999999999995e-05,0
0,186,5.876181602478027,5.9999999999999995e-05,0
0,187,6.042921543121338,5.9999999999999995e-05,0
0,188,5.8744797706604,5.9999999999999995e-05,0
0,189,5.8621344566345215,5.9999999999999995e-05,0
0,190,5.796701908111572,5.9999999999999995e-05,0
0,191,5.915710926055908,5.9999999999999995e-05,0
0,192,5.710211277008057,5.9999999999999995e-05,0
0,192,5.953375816345215,5.9999999999999995e-05,1
0,193,5.990357875823975,5.9999999999999995e-05,0
0,194,5.918415069580078,5.9999999999999995e-05,0
0,195,5.834150791168213,5.9999999999999995e-05,0
0,196,5.80958366394043,5.9999999999999995e-05,0
0,197,5.883765697479248,5.9999999999999995e-05,0
0,198,5.755749702453613,5.9999999999999995e-05,0
0,199,5.775914669036865,5.9999999999999995e-05,0
0,200,5.716448783874512,5.9999999999999995e-05,0
0,200,5.647136688232422,5.9999999999999995e-05,1
0,201,5.651175022125244,5.9999999999999995e-05,0
0,202,5.645107269287109,5.9999999999999995e-05,0
0,203,5.646000862121582,5.9999999999999995e-05,0
0,204,5.697365760803223,5.9999999999999995e-05,0
0,205,5.6182475090026855,5.9999999999999995e-05,0
0,206,5.638278961181641,5.9999999999999995e-05,0
0,207,5.627384662628174,5.9999999999999995e-05,0
0,208,5.648212909698486,5.9999999999999995e-05,0
0,208,5.5479736328125,5.9999999999999995e-05,1
0,209,5.616607666015625,5.9999999999999995e-05,0
0,210,5.58618688583374,5.9999999999999995e-05,0
0,211,5.629797458648682,5.9999999999999995e-05,0
0,212,5.590569496154785,5.9999999999999995e-05,0
0,213,5.560788631439209,5.9999999999999995e-05,0
0,214,5.515518665313721,5.9999999999999995e-05,0
0,215,5.5956902503967285,5.9999999999999995e-05,0
0,216,5.513840198516846,5.9999999999999995e-05,0
0,216,5.4819183349609375,5.9999999999999995e-05,1
0,217,5.498501777648926,5.9999999999999995e-05,0
0,218,5.5474395751953125,5.9999999999999995e-05,0
0,219,5.44782018661499,5.9999999999999995e-05,0
0,220,5.478096008300781,5.9999999999999995e-05,0
0,221,5.503311634063721,5.9999999999999995e-05,0
0,222,5.482514381408691,5.9999999999999995e-05,0
0,223,5.450896263122559,5.9999999999999995e-05,0
0,224,5.441848278045654,5.9999999999999995e-05,0
0,224,5.424760818481445,5.9999999999999995e-05,1
0,225,5.48126220703125,5.9999999999999995e-05,0
0,226,5.464730262756348,5.9999999999999995e-05,0
0,227,5.491113662719727,5.9999999999999995e-05,0
0,228,5.457929611206055,5.9999999999999995e-05,0
0,229,5.437997817993164,5.9999999999999995e-05,0
0,230,5.48282527923584,5.9999999999999995e-05,0
0,231,5.42950439453125,5.9999999999999995e-05,0
0,232,5.409307479858398,5.9999999999999995e-05,0
0,232,5.380073547363281,5.9999999999999995e-05,1
0,233,5.441218376159668,5.9999999999999995e-05,0
0,234,5.375435829162598,5.9999999999999995e-05,0
0,235,5.845101356506348,5.9999999999999995e-05,0
0,236,5.8809638023376465,5.9999999999999995e-05,0
0,237,5.611145496368408,5.9999999999999995e-05,0
0,238,5.522087097167969,5.9999999999999995e-05,0
0,239,5.520759105682373,5.9999999999999995e-05,0
0,240,5.459780693054199,5.9999999999999995e-05,0
0,240,5.429858684539795,5.9999999999999995e-05,1
0,241,5.472294330596924,5.9999999999999995e-05,0
0,242,5.461732864379883,5.9999999999999995e-05,0
0,243,5.489694118499756,5.9999999999999995e-05,0
0,244,5.452523231506348,5.9999999999999995e-05,0
0,245,5.446388244628906,5.9999999999999995e-05,0
0,246,5.436277389526367,5.9999999999999995e-05,0
0,247,5.362790107727051,5.9999999999999995e-05,0
0,248,5.310713291168213,5.9999999999999995e-05,0
0,248,5.353511810302734,5.9999999999999995e-05,1
0,249,5.426032066345215,5.9999999999999995e-05,0
0,250,5.378786563873291,5.9999999999999995e-05,0
0,251,5.363158702850342,5.9999999999999995e-05,0
0,252,5.388254165649414,5.9999999999999995e-05,0
0,253,5.382647514343262,5.9999999999999995e-05,0
0,254,5.38059663772583,5.9999999999999995e-05,0
0,255,5.378479480743408,5.9999999999999995e-05,0
0,256,5.3200578689575195,5.9999999999999995e-05,0
0,256,5.31126594543457,5.9999999999999995e-05,1
0,257,5.351834297180176,5.9999999999999995e-05,0
0,258,5.341195106506348,5.9999999999999995e-05,0
0,259,5.319971084594727,5.9999999999999995e-05,0
0,260,5.324075698852539,5.9999999999999995e-05,0
0,261,5.346299648284912,5.9999999999999995e-05,0
0,262,5.25980806350708,5.9999999999999995e-05,0
0,263,5.260003089904785,5.9999999999999995e-05,0
0,264,5.238609313964844,5.9999999999999995e-05,0
0,264,5.2541399002075195,5.9999999999999995e-05,1
0,265,5.6878204345703125,5.9999999999999995e-05,0
0,266,5.519011974334717,5.9999999999999995e-05,0
0,267,5.525882244110107,5.9999999999999995e-05,0
0,268,5.451389312744141,5.9999999999999995e-05,0
0,269,5.3813910484313965,5.9999999999999995e-05,0
0,270,5.399820327758789,5.9999999999999995e-05,0
0,271,5.3882598876953125,5.9999999999999995e-05,0
0,272,5.360151290893555,5.9999999999999995e-05,0
0,272,5.294008255004883,5.9999999999999995e-05,1
0,273,5.34368896484375,5.9999999999999995e-05,0
0,274,5.330352306365967,5.9999999999999995e-05,0
0,275,5.278158187866211,5.9999999999999995e-05,0
0,276,5.298229217529297,5.9999999999999995e-05,0
0,277,5.302860736846924,5.9999999999999995e-05,0
0,278,5.26973295211792,5.9999999999999995e-05,0
0,279,5.229247570037842,5.9999999999999995e-05,0
0,280,5.237499713897705,5.9999999999999995e-05,0
0,280,5.23541784286499,5.9999999999999995e-05,1
0,281,5.297879695892334,5.9999999999999995e-05,0
0,282,5.2632036209106445,5.9999999999999995e-05,0
0,283,5.2829108238220215,5.9999999999999995e-05,0
0,284,5.2159576416015625,5.9999999999999995e-05,0
0,285,5.23063325881958,5.9999999999999995e-05,0
0,286,5.159618377685547,5.9999999999999995e-05,0
0,287,5.252748012542725,5.9999999999999995e-05,0
0,288,5.216409683227539,5.9999999999999995e-05,0
0,288,5.176710605621338,5.9999999999999995e-05,1
0,289,5.238771438598633,5.9999999999999995e-05,0
0,290,5.1417036056518555,5.9999999999999995e-05,0
0,291,5.231840133666992,5.9999999999999995e-05,0
0,292,5.161093235015869,5.9999999999999995e-05,0
0,293,5.198829174041748,5.9999999999999995e-05,0
0,294,5.167975425720215,5.9999999999999995e-05,0
0,295,5.185367584228516,5.9999999999999995e-05,0
0,296,5.1408915519714355,5.9999999999999995e-05,0
0,296,5.124136447906494,5.9999999999999995e-05,1
0,297,5.170095920562744,5.9999999999999995e-05,0
0,298,5.149662971496582,5.9999999999999995e-05,0
0,299,5.132513523101807,5.9999999999999995e-05,0
0,300,5.133018493652344,5.9999999999999995e-05,0
0,301,5.093603610992432,5.9999999999999995e-05,0
0,302,5.074347496032715,5.9999999999999995e-05,0
0,303,5.1244001388549805,5.9999999999999995e-05,0
0,304,5.081561088562012,5.9999999999999995e-05,0
0,304,5.074141502380371,5.9999999999999995e-05,1
0,305,5.115610122680664,5.9999999999999995e-05,0
0,306,5.095929145812988,5.9999999999999995e-05,0
0,307,5.085991382598877,5.9999999999999995e-05,0
0,308,5.070468902587891,5.9999999999999995e-05,0
0,309,5.021468162536621,5.9999999999999995e-05,0
0,310,5.0577616691589355,5.9999999999999995e-05,0
0,311,5.037097930908203,5.9999999999999995e-05,0
0,312,5.044002532958984,5.9999999999999995e-05,0
0,312,5.047076225280762,5.9999999999999995e-05,1
0,313,5.065682888031006,5.9999999999999995e-05,0
0,314,5.095189571380615,5.9999999999999995e-05,0
0,315,4.977721214294434,5.9999999999999995e-05,0
0,316,5.065120220184326,5.9999999999999995e-05,0
0,317,4.956104278564453,5.9999999999999995e-05,0
0,318,5.0914764404296875,5.9999999999999995e-05,0
0,319,4.990703582763672,5.9999999999999995e-05,0
0,320,5.007485866546631,5.9999999999999995e-05,0
0,320,5.010467529296875,5.9999999999999995e-05,1
0,321,5.039046287536621,5.9999999999999995e-05,0
0,322,5.050410270690918,5.9999999999999995e-05,0
0,323,4.999536514282227,5.9999999999999995e-05,0
0,324,4.990263938903809,5.9999999999999995e-05,0
0,325,5.548630714416504,5.9999999999999995e-05,0
0,326,5.496215343475342,5.9999999999999995e-05,0
0,327,5.21642541885376,5.9999999999999995e-05,0
0,328,5.21701192855835,5.9999999999999995e-05,0
0,328,5.0957136154174805,5.9999999999999995e-05,1
0,329,5.13059663772583,5.9999999999999995e-05,0
0,330,5.061071395874023,5.9999999999999995e-05,0
0,331,5.213799953460693,5.9999999999999995e-05,0
0,332,5.028665065765381,5.9999999999999995e-05,0
0,333,5.095461845397949,5.9999999999999995e-05,0
0,334,5.045252323150635,5.9999999999999995e-05,0
0,335,5.075253009796143,5.9999999999999995e-05,0
0,336,4.96697998046875,5.9999999999999995e-05,0
0,336,4.988099098205566,5.9999999999999995e-05,1
0,337,5.08671236038208,5.9999999999999995e-05,0
0,338,4.9783124923706055,5.9999999999999995e-05,0
0,339,5.034602642059326,5.9999999999999995e-05,0
0,340,4.9726996421813965,5.9999999999999995e-05,0
0,341,5.047497272491455,5.9999999999999995e-05,0
0,342,4.934746265411377,5.9999999999999995e-05,0
0,343,4.952157020568848,5.9999999999999995e-05,0
0,344,4.956821441650391,5.9999999999999995e-05,0
0,344,4.919374942779541,5.9999999999999995e-05,1
0,345,4.9285078048706055,5.9999999999999995e-05,0
0,346,4.921746730804443,5.9999999999999995e-05,0
0,347,4.9235944747924805,5.9999999999999995e-05,0
0,348,4.950705051422119,5.9999999999999995e-05,0
0,349,4.8960394859313965,5.9999999999999995e-05,0
0,350,4.919257640838623,5.9999999999999995e-05,0
0,351,4.949161052703857,5.9999999999999995e-05,0
0,352,4.909804821014404,5.9999999999999995e-05,0
0,352,4.869543552398682,5.9999999999999995e-05,1
0,353,4.846477508544922,5.9999999999999995e-05,0
0,354,4.85127592086792,5.9999999999999995e-05,0
0,355,4.860472679138184,5.9999999999999995e-05,0
0,356,4.849506855010986,5.9999999999999995e-05,0
0,357,4.824191093444824,5.9999999999999995e-05,0
0,358,4.8292107582092285,5.9999999999999995e-05,0
0,359,4.791889667510986,5.9999999999999995e-05,0
0,360,4.845870018005371,5.9999999999999995e-05,0
0,360,4.829126834869385,5.9999999999999995e-05,1
0,361,4.803832530975342,5.9999999999999995e-05,0
0,362,4.940155506134033,5.9999999999999995e-05,0
0,363,4.879201889038086,5.9999999999999995e-05,0
0,364,4.8428144454956055,5.9999999999999995e-05,0
0,365,4.880322456359863,5.9999999999999995e-05,0
0,366,4.787822246551514,5.9999999999999995e-05,0
0,367,4.79087495803833,5.9999999999999995e-05,0
0,368,4.832757472991943,5.9999999999999995e-05,0
0,368,4.808165073394775,5.9999999999999995e-05,1
0,369,4.78403377532959,5.9999999999999995e-05,0
0,370,4.796661853790283,5.9999999999999995e-05,0
0,371,4.840565204620361,5.9999999999999995e-05,0
0,372,4.739614963531494,5.9999999999999995e-05,0
0,373,4.776825428009033,5.9999999999999995e-05,0
0,374,4.773918151855469,5.9999999999999995e-05,0
0,375,4.803889274597168,5.9999999999999995e-05,0
0,376,4.860761642456055,5.9999999999999995e-05,0
0,376,4.756081581115723,5.9999999999999995e-05,1
0,377,4.779788017272949,5.9999999999999995e-05,0
0,378,4.764895439147949,5.9999999999999995e-05,0
0,379,4.704689979553223,5.9999999999999995e-05,0
0,380,4.751075267791748,5.9999999999999995e-05,0
0,381,4.7834296226501465,5.9999999999999995e-05,0
0,382,4.817829608917236,5.9999999999999995e-05,0
0,383,4.659420967102051,5.9999999999999995e-05,0
0,384,4.677615642547607,5.9999999999999995e-05,0
0,384,4.714789390563965,5.9999999999999995e-05,1
0,385,4.728719234466553,5.9999999999999995e-05,0
0,386,4.662216663360596,5.9999999999999995e-05,0
0,387,4.7770161628723145,5.9999999999999995e-05,0
0,388,4.742751598358154,5.9999999999999995e-05,0
0,389,4.78001594543457,5.9999999999999995e-05,0
0,390,4.657022953033447,5.9999999999999995e-05,0
0,391,4.675227642059326,5.9999999999999995e-05,0
0,392,4.753357410430908,5.9999999999999995e-05,0
0,392,4.690262317657471,5.9999999999999995e-05,1
0,393,4.678961277008057,5.9999999999999995e-05,0
0,394,4.677558898925781,5.9999999999999995e-05,0
0,395,4.741451263427734,5.9999999999999995e-05,0
0,396,4.680998802185059,5.9999999999999995e-05,0
0,397,4.690783977508545,5.9999999999999995e-05,0
0,398,4.731398582458496,5.9999999999999995e-05,0
0,399,4.732242107391357,5.9999999999999995e-05,0
0,400,4.641503810882568,5.9999999999999995e-05,0
0,400,4.650607109069824,5.9999999999999995e-05,1
0,401,4.642529487609863,5.9999999999999995e-05,0
0,402,4.626094818115234,5.9999999999999995e-05,0
0,403,4.630674362182617,5.9999999999999995e-05,0
0,404,4.664175510406494,5.9999999999999995e-05,0
0,405,4.740179538726807,5.9999999999999995e-05,0
0,406,4.6405487060546875,5.9999999999999995e-05,0
0,407,4.698422431945801,5.9999999999999995e-05,0
0,408,4.666609287261963,5.9999999999999995e-05,0
0,408,4.624324798583984,5.9999999999999995e-05,1
0,409,4.689410209655762,5.9999999999999995e-05,0
0,410,4.668126106262207,5.9999999999999995e-05,0
0,411,5.31048583984375,5.9999999999999995e-05,0
0,412,5.589475631713867,5.9999999999999995e-05,0
0,413,5.2131733894348145,5.9999999999999995e-05,0
0,414,4.950223445892334,5.9999999999999995e-05,0
0,415,4.888339996337891,5.9999999999999995e-05,0
0,416,4.791038990020752,5.9999999999999995e-05,0
0,416,4.794833183288574,5.9999999999999995e-05,1
0,417,4.75862979888916,5.9999999999999995e-05,0
0,418,4.7614641189575195,5.9999999999999995e-05,0
0,419,4.8125081062316895,5.9999999999999995e-05,0
0,420,4.775463581085205,5.9999999999999995e-05,0
0,421,4.717977523803711,5.9999999999999995e-05,0
0,422,4.748666286468506,5.9999999999999995e-05,0
0,423,4.628363609313965,5.9999999999999995e-05,0
0,424,4.726558208465576,5.9999999999999995e-05,0
0,424,4.675680160522461,5.9999999999999995e-05,1
0,425,4.697052001953125,5.9999999999999995e-05,0
0,426,4.703869819641113,5.9999999999999995e-05,0
0,427,4.73602294921875,5.9999999999999995e-05,0
0,428,4.557236194610596,5.9999999999999995e-05,0
0,429,4.711883544921875,5.9999999999999995e-05,0
0,430,4.633500576019287,5.9999999999999995e-05,0
0,431,4.635415077209473,5.9999999999999995e-05,0
0,432,4.569192409515381,5.9999999999999995e-05,0
0,432,4.602036952972412,5.9999999999999995e-05,1
0,433,4.638607501983643,5.9999999999999995e-05,0
0,434,4.5841498374938965,5.9999999999999995e-05,0
0,435,4.525507926940918,5.9999999999999995e-05,0
0,436,4.583138465881348,5.9999999999999995e-05,0
0,437,4.6313581466674805,5.9999999999999995e-05,0
0,438,4.565036773681641,5.9999999999999995e-05,0
0,439,4.5784149169921875,5.9999999999999995e-05,0
0,440,4.5487494468688965,5.9999999999999995e-05,0
0,440,4.539445877075195,5.9999999999999995e-05,1
0,441,4.592565059661865,5.9999999999999995e-05,0
0,442,4.56177282333374,5.9999999999999995e-05,0
0,443,4.633804798126221,5.9999999999999995e-05,0
0,444,4.70573616027832,5.9999999999999995e-05,0
0,445,4.558102130889893,5.9999999999999995e-05,0
0,446,4.55525541305542,5.9999999999999995e-05,0
0,447,4.66502571105957,5.9999999999999995e-05,0
0,448,4.535958290100098,5.9999999999999995e-05,0
0,448,4.539417266845703,5.9999999999999995e-05,1
0,449,4.499636173248291,5.9999999999999995e-05,0
0,450,4.539973735809326,5.9999999999999995e-05,0
0,451,4.490950107574463,5.9999999999999995e-05,0
0,452,4.53393030166626,5.9999999999999995e-05,0
0,453,4.49290132522583,5.9999999999999995e-05,0
0,454,4.460707664489746,5.9999999999999995e-05,0
0,455,4.557961463928223,5.9999999999999995e-05,0
0,456,4.513670921325684,5.9999999999999995e-05,0
0,456,4.473635673522949,5.9999999999999995e-05,1
0,457,4.497752666473389,5.9999999999999995e-05,0
0,458,4.509960174560547,5.9999999999999995e-05,0
0,459,4.479684829711914,5.9999999999999995e-05,0
0,460,4.496964454650879,5.9999999999999995e-05,0
0,461,4.456737041473389,5.9999999999999995e-05,0
0,462,4.416319370269775,5.9999999999999995e-05,0
0,463,4.4541802406311035,5.9999999999999995e-05,0
0,464,4.3991241455078125,5.9999999999999995e-05,0
0,464,4.424781799316406,5.9999999999999995e-05,1
0,465,4.383487224578857,5.9999999999999995e-05,0
0,466,4.412171363830566,5.9999999999999995e-05,0
0,467,4.442468643188477,5.9999999999999995e-05,0
0,468,4.399169445037842,5.9999999999999995e-05,0
0,469,4.365177154541016,5.9999999999999995e-05,0
0,470,4.430551528930664,5.9999999999999995e-05,0
0,471,4.379079341888428,5.9999999999999995e-05,0
0,472,4.382064342498779,5.9999999999999995e-05,0
0,472,4.385932445526123,5.9999999999999995e-05,1
0,473,5.187991142272949,5.9999999999999995e-05,0
0,474,5.335306167602539,5.9999999999999995e-05,0
0,475,4.970345973968506,5.9999999999999995e-05,0
